StockCode,Description,Total_Quantity,Total_Revenue,Total_Orders,Avg_Price
84465,15 PINK FLUFFY CHICKS IN BOX,29,85.55000000000001,20,2.95
90164A,PINK ROSEBUD PEARL BRACELET,21,85.35,7,4.06
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,10,85.0,8,8.5
22844,"DOG FOOD CONTAINER , VINTAGE",10,85.0,3,8.5
22887,NUMBER TILE VINTAGE FONT 8,70,84.94,13,1.21
17027A,INCENSE BAZAAR CANNABIS,228,84.84,2,0.37
46775B,BERRIES CHUNKY KNITTED THROW ,5,84.75,4,16.95
46775A,BUBBLE GUM CHUNKY KNITTED THROW ,5,84.75,4,16.95
35271S,GOLD PRINT PAPER BAG,414,84.17999999999999,18,0.2
90088,CRYSTAL KEY+LOCK PHONE CHARM,99,84.14999999999999,12,0.85
23456,MEDIUM PARLOUR FRAME ,22,84.1,2,3.82
72783,BLACK SIL'T SQU CANDLE PLATE ,40,84.0,7,2.1
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,14,83.30000000000001,9,5.95
23442,12 HANGING EGGS HAND PAINTED,40,83.2,7,2.08
37342,SPOTTY COFFEE CUP & SAUCER,28,82.60000000000001,6,2.95
90069,RUBY GLASS CLUSTER NECKLACE,11,82.5,5,7.5
90039D,FIRE POLISHED GLASS BRACELET GREEN,22,82.5,5,3.75
35838B,S/6 SILVER ORNAMENETAL CANDLE,97,82.45,22,0.85
35913B,WHITE/PINK CHICK EASTER DECORATION,97,82.45,19,0.85
21699,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,108,82.44,3,0.76
16051,TEATIME PENCIL W STAMP ASST,938,82.2,3,0.09
35609A,PINK FEATHER CHRISTMAS DECORATION,427,82.19,18,0.19
22566,"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",96,81.6,8,0.85
22579,WOODEN TREE CHRISTMAS SCANDISPOT,96,81.6,3,0.85
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,48,81.12,15,1.69
16011, ANIMAL STICKERS,385,80.85,12,0.21
90121B,VINTAGE ROSE BEAD BRACELET BLUE,19,80.75,9,4.25
90164B,WHITE  ROSEBUD PEARL BRACELET,30,80.7,8,2.69
22530,MAGIC SLATE DOLLY GIRL ,192,80.64,4,0.42
22531,MAGIC SLATE CIRCUS PARADE  ,192,80.64,4,0.42
17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,124,80.60000000000001,1,0.65
90040A,MURANO STYLE GLASS BRACELET RED,23,80.5,10,3.5
90166,PINK & WHITE ROSEBUD RING,19,80.15,11,4.22
23370,SET 36 COLOUR PENCILS DOILEY,64,80.0,3,1.25
47592A,CAROUSEL CHILDRENS OVERALL,38,79.8,4,2.1
84795E,RIO PINK STRIPE HAMMOCK,10,79.5,5,7.95
22649,STRAWBERRY CAKE TEAPOT,16,79.2,4,4.95
23464,VINTAGE ZINC WATERING CAN SMALL,16,79.2,6,4.95
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,31,79.05,11,2.55
90115,SUMMER BUTTERFLIES BAG CHARM,31,79.05,11,2.55
37471,MULTICOLOUR POLKADOT PLATE,696,78.60000000000001,2,0.11
35931,PINK STAR CHRISTMAS DECORATION,156,78.11999999999999,15,0.5
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,71,78.11,9,1.1
35265,COLOURFUL FLOWER FRUIT BOWL,20,78.05,15,3.9
71495A,CD WALL TIDY BLUE OFFICE,213,77.94000000000001,9,0.37
84914A,PINK ROSE PICNIC RUG,3,77.85,2,25.95
23497,CLASSIC CROME BICYCLE BELL ,60,77.4,2,1.29
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,13,77.35000000000001,7,5.95
21450,DISTRESSED CANDLE STICK WHITE,13,77.35,3,5.95
90092,BLUE CRYSTAL BOOT PHONE CHARM,91,77.35,7,0.85
22888,NUMBER TILE VINTAGE FONT 9 ,66,77.14,10,1.17
90183A,AMBER DROP EARRINGS W LONG BEADS,26,76.70000000000002,6,2.95
90202D,PINK ENAMEL FLOWER HAIR TIE,26,76.70000000000002,5,2.95
90162D,ANT SILVER PURPLE BOUDICCA RING,26,76.7,11,2.95
84923,PINK BUTTERFLY HANDBAG W BOBBLES,9,76.5,5,8.5
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,9,76.5,5,8.5
84617, NEW BAROQUE BLACK BOXES,6,76.5,3,12.75
90024B,NEW BAROQUE B'FLY NECKLACE RED,9,76.5,6,8.5
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",168,75.88,7,0.45
23467,VINTAGE ZINC PLANTER  ,23,75.66999999999999,5,3.29
62043B,BLUE CHECK BAG W HANDLE 34X20CM,54,75.16000000000001,10,1.39
16161E,WRAP BOUDOIR ,750,75.0,9,0.1
90176D,DIAMANTE NECKLACE PURPLE,10,75.0,6,7.5
37399,"ASS RETROSPOOF MUGS,SPORTS",143,75.0,6,0.52
84030C,KNITTED RAINBOW HOT WATER BOTTLE,20,75.0,5,3.75
23061,VINTAGE ENGRAVED HEART,60,75.0,4,1.25
90013B,BLACK VINTAGE EARRINGS,20,75.0,5,3.75
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,5,74.75,4,14.95
23068,ALUMINIUM HEART,30,74.7,6,2.49
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,18,74.7,5,4.15
90116,FRUIT SALAD BAG CHARM,44,74.36,11,1.69
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,59,74.35,19,1.26
22068, BLACK PIRATE TREASURE CHEST,45,74.25,13,1.65
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,29,73.94999999999999,17,2.55
35610C,WHITE CHRISTMAS FLOCK DROPLET ,91,73.91,6,0.81
90067A,PINK VINTAGE VICTORIAN EARRINGS,25,73.75000000000001,8,2.95
84593,CROCHET ROSE DES CLOTHES HANGER,25,73.75,7,2.95
15030,FAN BLACK FRAME ,254,73.66,26,0.29
79331,PINK FLOCK GLASS CANDLEHOLDER,60,73.60000000000001,9,1.23
20622,VIP PASSPORT COVER ,35,73.5,11,2.1
90112,PINK DOLLY HAIR CLIPS,70,73.5,15,1.05
22416,SET OF 36 SPACEBOY PAPER DOILIES,50,72.5,7,1.45
84454,WOBBLING METAL CHICKEN EASTER,85,72.25,13,0.85
84753A,PINK EAU DE COLOGNE BOTTLE,85,72.25,15,0.85
35916C,PINK FELT HANGING HEART W FLOWER,85,72.25,9,0.85
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,17,72.25,5,4.25
37471,MULTICOLOUR DOTS PLATE,688,71.80000000000001,2,0.1
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,188,71.44,17,0.38
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,34,71.4,6,2.1
37509,NEW ENGLAND MUG W GIFT BOX,28,71.39999999999999,14,2.55
84925C,FAIRY CAKES  WALL THERMOMETER,28,71.39999999999999,10,2.55
22879,NUMBER TILE VINTAGE FONT 0,63,71.29,9,1.13
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,169,70.98,10,0.42
84086B,YELLOW/BLUE RETRO RADIO,24,70.80000000000001,12,2.95
22346,PARTY PIZZA DISH GREEN RETROSPOT,83,70.55,14,0.85
37479P,CUBIC MUG FLOCK PINK ON BROWN,125,70.35,22,0.56
90005A,JADE GREEN ENAMEL HAIR COMB,36,70.2,7,1.95
16020C,CLEAR STATIONERY BOX SET ,82,69.69999999999999,24,0.85
84918,CREAM C/COVER W YELLOW/GREEN FLOWER,10,69.5,3,6.95
81952V,ROUND PURPLE CLOCK WITH SUCKER,365,69.35,24,0.19
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,175,69.18,14,0.4
23040,PAPER LANTERN 9 POINT SNOW STAR,12,69.0,4,5.75
81952V,ROUND PURPLE CLOCK W/SUCKER,86,68.9,10,0.8
90042A,FRESHWATER PEARL BRACELET GOLD,27,68.85,7,2.55
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,46,68.7,5,1.49
84251G,"GREETING CARD, OVERCROWDED POOL.",360,68.39999999999999,34,0.19
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,171,68.22,23,0.4
71215,METAL BASE FOR CANDLES,177,68.1,12,0.38
81950B,FLOWER BLUE CLOCK W/SUCKER,80,68.0,15,0.85
84425A,WHITE GLASS TV TRIPLE FRAME,16,68.0,8,4.25
84857A,SILVER MONTE CARLO HANDBAG,8,68.0,3,8.5
90018B,GOLD M.O.P ORBIT DROP EARRINGS,16,68.0,10,4.25
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,16,68.0,7,4.25
90026A,GLASS BEAD HOOP NECKLACE BLACK,8,68.0,6,8.5
84510E,SET OF 4 GREEN CAROUSEL COASTERS,128,67.8,13,0.53
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,22,67.74000000000001,10,3.08
84548,CROCHET BEAR RED/BLUE  KEYRING,41,67.64999999999999,12,1.65
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,40,67.6,10,1.69
84926B,SCOTTS ROSES TILE COASTER,54,67.5,10,1.25
90038A,GLASS AND PAINTED BEADS BRACELET TO,18,67.5,4,3.75
47341B,BLUE TABLE RUN FLOWER,48,67.5,14,1.41
90002B,FLOWER BURST SILVER RING ROSE,18,67.5,7,3.75
90072,RUBY DROP CHANDELIER EARRINGS,18,67.5,5,3.75
47420,ASSORTED COLOUR SUCTION CUP HOOK,354,67.26,29,0.19
35819P,"ACRYLIC HANGING JEWEL,PINK",95,66.55,7,0.7
71143,SILVER BOOK MARK WITH BEADS,78,66.3,13,0.85
40002,WHITE BAMBOO RIBS LAMPSHADE,78,66.3,1,0.85
84455,SET OF 3 RABBIT CARROTS EASTER,78,66.3,16,0.85
72369A,PINK CLEAR GLASS CANDLE PLATE,53,66.25,8,1.25
90089,PINK CRYSTAL SKULL PHONE CHARM,88,66.22,11,0.75
47598,NEW ENGLAND EGG WARMER,120,66.0,23,0.55
85072,OCCASIONS GIFT CARD ASSORTMENT,120,66.0,1,0.55
79329,PINK FLOCK GLASS CANDLEHOLDER,100,65.94,7,0.66
90060D,FIRE POLISHED GLASS NECKL BRONZE,11,65.45,7,5.95
47016,LIGHT DECORATION BATTERY OPERATED,31,65.10000000000001,5,2.1
84705A,ENGLISH ROSE PHOTO FRAME ,14,65.10000000000001,7,4.65
20835,FRENCH LATTICE CUSHION COVER ,78,64.98,8,0.83
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,22,64.9,10,2.95
23235,BISCUIT TIN VINTAGE LEAF,24,64.56,3,2.69
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,6,64.5,1,10.75
90046,WHITE WITH METAL BAG CHARM,13,64.35,7,4.95
79534,MULTICOLOUR GLASS PLATE,116,63.800000000000004,16,0.55
23253,16 PC CUTLERY SET PANTRY DESIGN,4,63.8,1,15.95
84617,NEW BAROQUE BLACK BOXES,5,63.75,4,12.75
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,15,63.75,10,4.25
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,17,63.75,9,3.75
85018B,S/6 PAPER BOXES BLOSSOM IMAGES ,15,63.75,10,4.25
20791,BLUE TILED SET OF 3 DRAWERS,5,63.75,1,12.75
22845,"CAT FOOD CONTAINER , VINTAGE",10,63.5,3,6.35
21489,BLUE WHITE SCARF HOT WATER BOTTLE,16,63.2,6,3.95
22987,"WRAP , SUMMER ROSE DESIGN",150,63.0,6,0.42
72709,IVORY SCULPTED RND CANDLE ,74,62.89999999999999,13,0.85
90131,PINK/AMETHYST/GOLD NECKLACE,9,62.55,4,6.95
90214G,"LETTER ""G"" BLING KEY RING",69,62.25,21,0.9
47348A,FUSCHIA VOILE POINTY SHOE DEC,103,62.01,16,0.6
20667,CHERRY BLOSSOM PURSE,21,61.95,9,2.95
17136A,BLUE STONES ON WIRE FOR CANDLE,743,61.78,34,0.08
16151A,FLOWERS HANDBAG blue and orange,49,61.25,3,1.25
23541,"WALL ART ,PUDDINGS ",8,61.2,2,7.65
22578,WOODEN STAR CHRISTMAS SCANDISPOT,72,61.2,2,0.85
22565,FELTCRAFT HAIRBANDS PINK + WHITE ,72,61.199999999999996,6,0.85
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,42,60.9,12,1.45
22537,MAGIC SLATE DINOSAUR,144,60.480000000000004,3,0.42
84984B,RED PEONY DES C/COVER ,13,60.45,6,4.65
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,18,60.300000000000004,9,3.35
22409,TIN CAN BISCUITS DESIGN,48,60.0,4,1.25
90176C,DIAMANTE NECKLACE,8,60.0,4,7.5
22953,BIRTHDAY BANNER TAPE,48,60.0,3,1.25
90078,PINK/WHITE GLASS DEMI CHOKER,8,60.0,4,7.5
22619, SET Of 6 SOLDIER SKITTLES,16,60.0,3,3.75
90189A,SILVER 2 STRAND NECKLACE-LEAF CHARM,8,60.0,5,7.5
90212B,JET BLACK LAS VEGAS BRACELET ROUND,16,60.0,7,3.75
90021,LASER CUT MULTI STRAND NECKLACE,5,59.75,4,11.95
90026C,GLASS BEAD HOOP NECKLACE GREEN,7,59.5,5,8.5
90179C,BLACK FINE BEAD NECKLACE W TASSEL,10,59.5,7,5.95
90026B,GLASS BEAD HOOP NECKLACE MONTANA,7,59.5,6,8.5
90018C,SILVER BLACK ORBIT DROP EARRINGS,14,59.5,7,4.25
23537,I LOVE LONDON WALL ART,12,59.400000000000006,2,4.95
35654,VINTAGE BEAD FILLED PINK CUSHION,12,59.400000000000006,5,4.95
22973,CHILDRENS CIRCUS PARADE MUG,36,59.400000000000006,3,1.65
23325,RUSTIC STRAWBERRY JAMPOT SMALL,36,59.400000000000006,3,1.65
22329,ROUND FOOD CONTAINER S/5 RETROSPOT,36,59.400000000000006,3,1.65
22069, BROWN  PIRATE TREASURE CHEST ,36,59.4,7,1.65
84251F,"GREETING CARD, RITA",312,59.279999999999994,31,0.19
72051S,BAG OF SILVER STONES,141,59.22,19,0.42
35909A,RABBIT EASTER DECORATION,20,59.00000000000001,5,2.95
22903,CALENDAR FAMILY FAVORITES,20,59.0,4,2.95
35607B,BLACK FEATHER CHRISTMAS DECORATION,310,58.900000000000006,16,0.19
35973,GERANIUM FOLKART HEART DECORATION,47,58.75,12,1.25
90037B,TINY CRYSTAL BRACELET GREEN,23,58.650000000000006,5,2.55
81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",23,58.65,7,2.55
85023C,PINK LARGE JEWELED PHOTOFRAME,23,58.64999999999999,11,2.55
90214D,"LETTER ""D"" BLING KEY RING",65,58.21,19,0.9
23306,SET OF 36 PANTRY PAPER DOILIES,39,58.019999999999996,14,1.49
35594,WOODEN CHRISTMAS TREE 3 HANGING,138,57.96,21,0.42
44241C,BLUE BUTTERFLY ON SPRING,68,57.8,7,0.85
35821B,"JEWELLED DECORATION,BLUE",150,57.0,3,0.38
79051A,SMOKEY GREY COLOUR GLASS,196,56.83999999999999,11,0.29
84226,HEN HOUSE W FAMILY IN BARN & NEST,75,56.61,17,0.75
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,84,56.28,10,0.67
84875A,PINK SQUARE COMPACT MIRROR,15,56.25,11,3.75
90002E,FLOWER BURST SILVER RING GREEN,15,56.25,8,3.75
47344B,BLUE FLOWER DES PURSE,54,56.16,10,1.04
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",142,56.129999999999995,2,0.4
90100,NECKLACE+BRACELET SET PINK DAISY,22,56.1,9,2.55
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,22,56.099999999999994,10,2.55
35001B,HAND OPEN SHAPE BLACK,16,55.84,5,3.49
85080,PADDED RED HEART DECORATION,113,55.76,22,0.49
84562B,BLUE/WHITE RIBBED MELAMINE JUG,7,55.650000000000006,5,7.95
84891B,GREEN WIRE GOBLET CANDLEHOLDER,7,55.65,5,7.95
85151,WELCOME METAL SIGN,44,55.0,8,1.25
90043,COPPER AND BRASS BAG CHARM,10,54.510000000000005,6,5.45
90019B,GOLD M.O.P ORBIT BRACELET,11,54.45,7,4.95
20820,SILVER LOOKING MIRROR,11,54.45,8,4.95
90138,WHITE/PINK MINI CRYSTALS NECKLACE,11,54.45,5,4.95
84539,KNITTED RABBIT DOLL ,33,54.449999999999996,9,1.65
90084,PINK CRYSTAL GUITAR PHONE CHARM,64,54.4,9,0.85
46115B,GREEN POP ART MAO CUSHION COVER ,286,54.34,22,0.19
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,8,54.0,6,6.75
23389,SPACEBOY MINI RUCKSACK,13,53.95,4,4.15
79406,FROSTED WHITE BASE ,245,53.900000000000006,15,0.22
21379, CAMPHOR WOOD PORTOBELLO MUSHROOM,43,53.75,7,1.25
90211A,DIAMOND LAS VEGAS NECKLACE 45CM,9,53.550000000000004,5,5.95
22252,BIRDCAGE DECORATION MAGIC GARDEN,21,53.55,3,2.55
90168,2 DAISIES HAIR COMB,18,53.10000000000001,3,2.95
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,18,53.10000000000001,8,2.95
90130A,WHITE STONE/CRYSTAL EARRINGS,18,53.10000000000001,6,2.95
35816B,"ACRYLIC JEWEL ANGEL,BLUE",137,52.93,2,0.39
35910B,PINK FLOWERS RABBIT EASTER,27,52.65,6,1.95
90214R,"LETTER ""R"" BLING KEY RING",52,52.519999999999996,19,1.01
90039C,FIRE POLISHED GLASS BRACELET BLACK,14,52.5,3,3.75
84845C,CARNATION SQUARE HANDY TIN,42,52.5,14,1.25
23035,DOORKNOB CERAMIC IVORY,36,52.2,1,1.45
23196,RETO LEAVES MAGNETIC SHOPPING LIST,36,52.199999999999996,3,1.45
78027,SEAGRASS S/2 CORNER LAUNDRY ,4,51.9,3,12.98
84845D,GERANIUM SQUARE HANDY TIN,41,51.25,11,1.25
84402B,PURPLE DRESS JEWELLERY STAND,62,51.14,4,0.82
90020,FILIGREE DIAMANTE CHAIN,4,51.0,2,12.75
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,20,51.0,4,2.55
35840,FLAT GLASS  BAUBLE WHITE FLOCK ,36,51.0,5,1.42
84968B,SET OF 16 VINTAGE IVORY CUTLERY,4,51.0,4,12.75
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,6,51.0,5,8.5
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,6,51.0,4,8.5
90165B,WHITE ROSEBUD  PEARL EARRINGS,20,51.0,6,2.55
20964,POLYESTER FILLER PAD 60x40cm,20,51.0,6,2.55
85069,CREAM SWEETHEART DOUBLE SHELF,3,50.85,1,16.95
22846,"BREAD BIN, DINER STYLE, RED ",3,50.849999999999994,2,16.95
20958,PORCELAIN HANGING BELL LARGE,26,50.7,9,1.95
72083A,STRAWBERY SWIRL FLARE CANDLE,24,50.400000000000006,7,2.1
22657,HEN & 2 CHICKS IN BASKET,59,50.15,7,0.85
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,31,50.099999999999994,6,1.62
90214H,"LETTER ""H"" BLING KEY RING",50,50.019999999999996,23,1.0
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,40,50.0,6,1.25
37462B,"PET MUG, BUDGIE",119,49.980000000000004,5,0.42
23197,VEGETABLE MAGNETIC  SHOPPING LIST,36,49.8,3,1.38
90142D,MOP PENDANT SHELL NECKLACE,10,49.5,4,4.95
23015,CORDIAL JUG,6,49.5,2,8.25
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,10,49.5,4,4.95
90019C,SILVER BLACK ORBIT BRACELET,10,49.5,7,4.95
90206A,GOLD DIAMANTE STAR BROOCH,10,49.5,6,4.95
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,10,49.5,5,4.95
84537B,FAIRY CAKES GIFT BAG,117,49.14,11,0.42
90214N,"LETTER ""N"" BLING KEY RING",49,48.769999999999996,18,1.0
90038C,GLASS AND BEADS BRACELET IVORY,13,48.75,3,3.75
90039B,FIRE POLISHED GLASS BRACELET MONTAN,13,48.75,3,3.75
90212C,PURPLE LAS VEGAS BRACELET ROUND,13,48.75,5,3.75
90051,CRACKED GLAZE NECKLACE RED,7,48.65,4,6.95
22889,"NUMBER TILE VINTAGE FONT, No ",22,48.6,2,2.21
90214P,"LETTER ""P"" BLING KEY RING",58,48.5,18,0.84
90104,PURPLE FRANGIPANI HAIRCLIP,57,48.449999999999996,11,0.85
72771B,BURG FLOCK GOLD CUP/CANDLE ,115,48.3,6,0.42
72812,LARGE ZINC/GLASS CANDLEHOLDER,23,48.3,6,2.1
90031,BILI NUT AND WOOD NECKLACE,48,48.0,5,1.0
84608,ORNATE EDWARDIAN CANDLE HOLDER,6,47.7,4,7.95
84599,CANDY STRIPE ROSE FLOOR CUSHION,6,47.7,2,7.95
90179A,AMBER FINE BEAD NECKLACE W TASSEL,8,47.6,5,5.95
21347,GOTHIC CARRIAGE LANTERN,8,47.6,4,5.95
23539,"WALL ART , LOVES' SECRET ",8,47.6,2,5.95
22344,PARTY PIZZA DISH PINK WHITE SPOT ,56,47.599999999999994,10,0.85
72129,COLUMBIAN CANDLE ROUND ,73,47.45,17,0.65
90214B,"LETTER ""B"" BLING KEY RING",47,47.23,16,1.0
20895,VINTAGE NOTEBOOK FRENCH LETTER ,16,47.20000000000001,4,2.95
35909B,PINK FLOWERS RABBIT EASTER,16,47.2,6,2.95
90177C,DROP DIAMANTE EARRINGS CRYSTAL,16,47.2,6,2.95
35603C,SET/16 WHITE SHINY & MATT BAUBLES,80,47.04,22,0.59
84227,HEN HOUSE W CHICK IN NEST,112,47.04,13,0.42
16201B,PASTEL BLUE PHOTO ALBUM,24,46.8,2,1.95
20988,TRELLIS FLOWER CHOPSTICKS SET/5,24,46.8,9,1.95
84857B,BLUE MONTE CARLO HANDBAG,24,46.8,1,1.95
84582,PINK CROCHET CAT WITH SCARF,11,46.75,9,4.25
84705D,CHERRY BLOSSOM PHOTO FRAME ,10,46.5,3,4.65
84984A,GREEN PEONY DES C/COVER,10,46.5,4,4.65
47341A,FUSCHIA TABLE RUN FLOWER ,29,46.25,7,1.59
23107,WHITE WIRE PLANT POT HOLDER,16,46.24,2,2.89
23047,PAPER LANTERN 5 POINT STUDDED STAR,8,46.0,4,5.75
84626,CANDY STRIPE ROSE QUILT,1,45.95,1,45.95
22604,SET OF 4 NAPKIN CHARM CUTLERY,18,45.900000000000006,3,2.55
90037A,TINY CRYSTAL BRACELET RED,18,45.9,4,2.55
84907,PINK/YELLOW PATCH CUSHION COVER,6,45.9,3,7.65
72024U,LILAC VOTIVE CANDLE,218,45.78,10,0.21
90012B,BLACK DROP CRYSTAL NECKLACE,13,45.35000000000001,3,3.49
22347,PIZZA DISH SLICE ,36,45.0,2,1.25
22406,TIN CAN KINGS CHOICE DESIGN,36,45.0,3,1.25
84746,PINK EASTER HENS+FLOWER,12,45.0,8,3.75
16161C,WRAP SPEED DEMONS ,450,45.0,2,0.1
21685,MEDINA STAMPED METAL TRAY ,3,44.849999999999994,2,14.95
90074,BLACK DIAMOND CLUSTER NECKLACE,5,44.75,4,8.95
90135A,ORANGE/FUSCHIA STONES NECKLACE,9,44.550000000000004,2,4.95
90197D,AMBER GLASS BRACELET HEART CHARMS,9,44.550000000000004,4,4.95
85081,PADDED HOLLY CHRISTMAS DECORATION ,100,44.49,20,0.44
90130B,TURQ STONE/CRYSTAL EARRINGS,15,44.25000000000001,4,2.95
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",15,44.25000000000001,9,2.95
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,15,44.25,5,2.95
35085E,IVORY ROSE LAMPSHADE ,39,44.25,9,1.13
84447,6 RABBIT CHAIN EASTER,52,44.199999999999996,7,0.85
84251B,"GREETING CARD, STICKY GORDON",231,43.88999999999999,22,0.19
84292B,BLUE COL METAL FOLDING CHAIR,7,43.85,4,6.26
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,35,43.75,11,1.25
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",235,43.65,14,0.19
90101,WHITE FRANGIPANI NECKLACE,17,43.35,5,2.55
90037C,TINY CRYSTAL BRACELET BLUE,17,43.35,4,2.55
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,17,43.349999999999994,12,2.55
35916A,YELLOW FELT HANGING HEART W FLOWER,51,43.349999999999994,7,0.85
35822P,"ACRYLIC BEAD CHAIN, PINK",114,43.32,1,0.38
79026B,"S/4 ICON COASTER,ELVIS LIVES",51,43.11,22,0.85
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,26,42.900000000000006,5,1.65
72796B,S/3 FRENCH VANILLA SQU CANDLE,26,42.9,11,1.65
90214I,"LETTER ""I"" BLING KEY RING",44,42.519999999999996,12,0.97
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,34,42.5,9,1.25
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,5,42.5,4,8.5
90214T,"LETTER ""T"" BLING KEY RING",43,42.23,12,0.98
23231,WRAP  VINTAGE DOILEY ,100,42.0,2,0.42
22987,WRAP SUMMER ROSE DESIGN,100,42.0,4,0.42
84984C,ORIENTAL BLUE C/COVER ,9,41.85,5,4.65
84919,L BLUE C/COVER W PINK/YELLOW FLOWER,6,41.7,2,6.95
90050,CRACKED GLAZE NECKLACE IVORY,6,41.7,2,6.95
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,7,41.650000000000006,4,5.95
84611B,BLACK NEW BAROQUE FLOCK BOX,7,41.65,4,5.95
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,7,41.65,5,5.95
90060C,FIRE POLISHED GLASS NECKL SILVER,7,41.65,3,5.95
23045,PAPER LANTERN 5 POINT STAR MOON 30,10,41.5,5,4.15
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,14,41.300000000000004,7,2.95
23448,CREAM BUNNY EASTER EGG BASKET,25,41.25,3,1.65
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",11,41.25,8,3.75
90064A,WHITE VINTAGE CRYSTAL EARRINGS,11,41.25,4,3.75
35644,PAIR PINK/BLACK COATHANGERS,21,40.95,7,1.95
22740,POLKADOT PENS,48,40.8,1,0.85
44228,CANNABIS LEAF BEAD CURTAIN,48,40.8,3,0.85
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,16,40.8,3,2.55
23148,MINITURE ANTIQUE ROSE HOOK IVORY,48,40.8,4,0.85
90174,BUTTERFLY HAIR BAND,16,40.8,4,2.55
35071,ASSORTED SANTA CHRISTMAS DECORATION,48,40.8,5,0.85
22532,MAGIC SLATE LEAP FROG ,96,40.32,2,0.42
17014C,ORIGAMI LAVENDER INCENSE CONES,96,40.32,1,0.42
22529,MAGIC SLATE GO TO THE FAIR ,96,40.32,2,0.42
20994,JAZZ HEARTS SPIRAL NOTEPAD,47,39.949999999999996,12,0.85
20860,GOLD COSMETICS BAG WITH BUTTERFLY,19,39.900000000000006,10,2.1
23462,ROCOCO WALL MIROR,2,39.9,1,19.95
47013A,WINE BOTTLE DRESSING LT.BLUE,141,39.87,25,0.28
79065A,TEATIME ROUND CAKE TINS ,4,39.8,1,9.95
21629,SQUARE FLOOR CUSHION VINTAGE PINK ,5,39.75,3,7.95
84551,CROCHET DOG KEYRING,24,39.6,6,1.65
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,24,39.6,7,1.65
72798C,SET/4 GARDEN ROSE DINNER CANDLE,24,39.599999999999994,11,1.65
20870,OPULENT VELVET CANDLE IN BOX,26,39.300000000000004,4,1.51
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,27,39.15,6,1.45
22853,"CAT BOWL, ENAMEL , CREAM COLOUR",12,39.0,2,3.25
